Tweet,Response
"Okay

Just finished my soundtrack for Sinbad's masquerade skit

I feel like I'll have too much fun on the scene to stress---",0
"I haven't even started uni yet, I start next week and I'm already stressed and I can feel myself aging what is happening to me",0
Feel bare stressed and I don't even have anything to be stressed over need to sort my head out ,0
@BBCRadio2 after hearing any song hannah sings I feel cleansed and 10 times more relaxed than at the start,1
Stressed isn't even the word for how I feel right now.,0
I had such an enjoyable relaxed day that it makes me feel that anything and everything is possible.,1
I Have To Stop Being Upset & Stressed  My Baby Feel That  I Just Gotta Get All My Ducks In The Row & Play My Cards  RIGHT ,0
I imagine a phone call makes it worse? I get my words jumbled if I feel uncomfortable or not relaxed,1
"I honestly didn't know what to do, in the meantime I was so relaxed I made myself better. Hope you feel better soon.",1
I feel like his crazy dancing in this gif accurately sums up the stress one feels in trying to purchase RHCP tickets hahaha,0
Happening Today at 6:30 & I feel relaxed just anticipating this great event. Everyone is welcome! http://fb.me/1JRIMLgI0 ,1
Took a looooong bath. I guess I'm relaxed? I guess less #anxious. But I feel like nothing got accomplished... #duh,1
peppermint tea tastes good! It makes you feel refreshed and relaxed. I fell asleep easily after having some of that. /she nods +,1
I do not rush so you will feel relaxed with me!! http://planetcallgirls.com/?fichaID=94    Brighton Escortspic.twitter.com/8hj7p1JP9M,1
"I can tell when I didn't have my coffee for the day, I'm drinking some now and I feel so relaxed.",1
"@jonkabatzinn Thanks to your bodyscan I have stopped smoking without aids, dropped 18kgs in weight, & feel more relaxed. All over Christmas!",1
"It sounds weird but I also self care by tidying, I love everything clean & dust free, makes me feel super cosy & relaxed haha #romanticgals",1
rip i finally feel pretty relaxed and human but it's back to school tomorrow and i didn't keep track of what I missed at all so im nervous,1
I rearranged my room alil bit and the atmosphere feels so much better and relaxed.,1
but this feels different from two years ago. I moved here with no job.  I was worried but not too worried. Im a nervous stressed,0
Just got the epidural I finally feel relaxed went all the way to 7cm with no medication.,1
I feel so relaxed right now,1
It was a bad day and I needed a walk close to the sea to calm and feel better. The faces of relaxed and happy... http://fb.me/1c7hCRror ,1
"ahh stress, I feel like he's gonna bring bare guests cause its the final day and in ldn",0
I think it's broadly correct that English have been relatively relaxed re. immigration as long as they feel it's controlled & controllable.,1
i just don't get the hype of college...i'm stressed & tired 99.9% of the time & it makes me feel miserable,0
I needed a self-care trip to Harlem more than I realized. I feel so relaxed now.,1
"now that I know her name I feel like my anxiety has disappeared which has never happened before, I'm oddly relaxed...",1
"""I'm sorry if I feel a little stressed, it's just I've got no fucking pubes""",0
"Slept at 2 yet I feel relaxed, what's happening to me y'all",1
"Is actually a bone. 
So now I'm just stressed & i feel i have wasted my life ",0
I've had people tell me 'don't be anxious everything's ok' and it's made me feel more relaxed because I feel safe with someone calmer so ,1
I hate that my body decides it wants to take stress out on me in the form of cystic acne. I feel horrible,0
"I'm so happy I found my prom dress, it feels like such a stress reliever ",0
"Who slips on a tim hortons cup, actually spraining an ankle and a scraped knee? Noone but me. Seriously. I feel stupid. #stress #clumsymaech",0
Arizona didn't even rank! That's why I feel so relaxed here. https://twitter.com/cosmopolitan/status/833044721475973120 …,1
I feel like chilling with the vibe so relaxed so at ease,1
I don't really feel like I've relaxed today,1
"Actually, I feel more relaxed. Not as angry now. Now, I just want to eat. Yes, it sucks being a woman some times. DAMN you Aunt FLO!",1
Why dont I feel stressed this semester? Am I doing something wrong? lol I feel like I'm just breezing through,0
I feel you. I'm only there because I stress my mom out when I say I'm gone.,0
Meditating helps. It really does.  I feel so relaxed. I feel so stress free for now. It just feels good. ,1
But on the other hand I feel so refreshed & relaxed,1
I feel like I'm about to be really stressed out by forgetting something or putting something off too long but I don't know what it is!!,0
A beautiful small Kobash Mat. I feel cool and relaxed looking at this print on a hot day like… https://www.instagram.com/p/BQr7fDfltPd/ ,1
"I've been taking a lot of naps and whenever I woke up, I feel stressed again lol https://twitter.com/TheBasicRules/status/829965748982337538 …",0
I feel like I've been stressed since I was 12 https://twitter.com/uberfacts/status/834889835928256513 …,0
That bathe was everything tho I feel so relaxed ,1
"I start(again) school in two days and watch @colliscool videos make me feel better and make my stress down, THANKS !!!",0
"Just got out the tub, I feel so relaxed",1
"Sometimes all I need is a bubble bath and some country music to help me with stress, I feel like a new woman",0
I am so over stressed that I am having heart issues and was made to feel guilty for needing to be a helpful part of my family.  I am (3/?),0
I feel stressed. Tempted to just go to an old comfort puggle. ... Ratchet maybe. BUT I'VE MADE HIM SO MANY TIMES,0
I never thought it was possible to feel this stressed and busy,0
"The stress I feel at this moment.

I need sleep.",0
"Update! I feel better, I laid on the ground and listened to some music and relaxed a bit after homework and I'm back on track! Thanks guys!",1
As horrible as I feel I haven't felt this relaxed in a looonnnngggg time! — feeling peaceful,1
"I feel better after a nice relaxing weekend away from the kids, I think I even look more relaxed in this selfie I just took #nofilterpic.twitter.com/cFKTS5bB1M",1
sometimes i write to-do lists and then i get so stressed out reading them that I delete the whole thing to feel ok again,0
"I feel so out of control w my stomach issues sometimes, plus my self esteem isn't used to all these extra lbs, and I get so upset/stressed.",0
"My creative self is coming out again after a long period of grief and stress and I'm really starting to feel grounded and full, it's so good",0
I do not rush so you will feel relaxed with me!! http://planetcallgirls.com/?fichaID=94    Brighton Escortspic.twitter.com/Oknqh3hiCH,1
Watching busted while I'm in bed makes me feel so relaxed and happy ,1
I'm in such a great mood and I'm so relaxed and I feel good inside and out. All because @JColeNC .,1
Stressed  I feel like my life is in shambles,0
The only time I ever feel really at peace & relaxed is when I'm surrounded by snow & a winter landscape ,1
"And anxiety makes me replay all of it in my head for hours afterward, which makes me more exhausted. It's not that I feel stressed about how",0
im so stressed i feel like im gonna have a trisha paytas meltdown,0
"Zaddy surprised me with a hot stone massage, pedicure, & a facial. I feel so relaxed ",1
I'm so stressed rn I just feel like giving up bc it's just going to get harder for me. But you're right thanks girl,0
I honestly feel like no one realizes how stressed out students are,0
I was s stressed so I sliced cucumbers and put them on my eyes for a while and now I feel so relaxed,0
"— remained relatively relaxed, understandably at ease.

""I feel wonderful, I have to assume you're fantastic--I couldn't —",1
"https://youtu.be/oU0ZmbBY9QI  lord knows how much I love this song, instantly makes feel relaxed and happy!",1
I feel so relaxed :))),1
"rather than the daily stress I feel when I hear the news, and the sickening feeling I get when I hear the president speak",0
I'm glad I don't look how I feel bc you bitches stress be all in y'all faces ,0
<1 week until exam. Needing some serious motivation right now. I don't feel stressed enough but logically I should,0
I feel so relaxed now,1
"I feel this. Everyone gets stressed, don't invalidate them because you ""have 'harder' and 'more' workload.""  https://twitter.com/lingeringichor/status/835267200395010048 …",0
